Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Alliant Energy,United States of America,USA,Electricity Utilities,No,medium,US0188021085,2973821,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,Yes,No,No,Yes,No
Allianz,Germany,DEU,Services,No,large,DE0008404005,5231485,01/11/2023,26/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No
Almarai,Saudi Arabia,SAU,Food Producers,No,large,SA000A0ETHT1,B137VV2,01/11/2023,17/04/2023,1,new,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No
Alphabet,United States of America,USA,Services,No,large,US02079K3059,BYVY8G0,01/11/2023,03/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No
Altria,United States of America,USA,Consumer Goods,No,large,US02209S1033,2692632,01/11/2023,27/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Alumina,Australia,AUS,Aluminium,No,large,AU000000AWC3,6954985,01/11/2023,16/02/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No
Alumina,Australia,AUS,Aluminium,No,large,AU000000AWC3,6954985,01/09/2022,06/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,No,No
Alumina,Australia,AUS,Aluminium,No,large,AU000000AWC3,6954985,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,Yes,No,No,No,No
Amazon,United States of America,USA,Services,No,large,US0231351067,2000019,01/11/2023,25/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not Applicable,No,Yes,No,No,No,No,No
Ambuja Cements,India,IND,Cement,No,large,INE079A01024,B09QQ11,01/11/2023,24/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Ambuja Cements,India,IND,Cement,No,large,INE079A01024,B09QQ11,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Ambuja Cements,India,IND,Cement,No,large,INE079A01024,B09QQ11,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Amcor,United States of America,USA,Other Industrials,No,large,AU000000AMC4,6066608,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,Yes,Yes,No,No
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/11/2023,09/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/09/2022,06/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
America Movil,Mexico,MEX,Services,No,large,MXP001691213,2667470,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/11/2023,04/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,No,No,No,No
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/11/2023,05/05/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
American Tower,United States of America,USA,Services,No,large,US03027X1000,B7FBFL2,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Amgen,United States of America,USA,Other Industrials,No,large,US0311621009,2023607,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,No,Yes,No
Amphenol,United States of America,USA,Other Industrials,No,large,US0320951017,2145084,01/11/2023,10/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No
Amphenol,United States of America,USA,Other Industrials,No,large,US0320951017,2145084,01/09/2022,08/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Ampol,Australia,AUS,Oil & Gas,No,large,AU0000088338,BM91201,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
Ampol,Australia,AUS,Oil & Gas,No,large,AU0000088338,BM91201,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
Ampol,Australia,AUS,Oil & Gas,No,large,AU0000088338,BM91201,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
Anglo American (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/11/2023,04/05/2023,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
Anglo American (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/09/2022,07/05/2022,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anglo American (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/11/2023,04/05/2023,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/09/2022,07/05/2022,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,B1XZS82;B1YW0L9,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anheuser-Busch InBev,South Africa,ZAF,Consumer Goods,No,large,BE0974293251,BYYHL23,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No
Anhui Conch Cement,China,CHN,Cement,Yes,large,CNE1000001W2;CNE0000019V8,6080396;6441595;BP3R2Z1,01/11/2023,17/04/2023,3,up,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Anhui Conch Cement,China,CHN,Cement,Yes,large,CNE1000001W2;CNE0000019V8,6080396;6441595;BP3R2Z1,01/09/2022,06/05/2022,1,unchanged,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Anhui Conch Cement,China,CHN,Cement,Yes,large,CNE1000001W2;CNE0000019V8,6080396;6441595;BP3R2Z1,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Not applicable,No,Yes,No,No,No,No,No
Antero Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US03676B1026,BJBT0Q4,01/11/2023,03/02/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
Antero Midstream,United States of America,USA,Oil & Gas Distribution,No,small,US03676B1026,BJBT0Q4,01/09/2022,08/05/2022,2,new,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
Antero Resources,United States of America,USA,Oil & Gas,No,small,US03674X1063,BFD2WR8,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
Apple,United States of America,USA,Other Industrials,No,large,US0378331005,2046251,01/11/2023,12/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No
Apple,United States of America,USA,Other Industrials,No,large,US0378331005,2046251,01/09/2022,06/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No
Applied Materials,United States of America,USA,Other Industrials,No,large,US0382221051,2046552,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No
Aramark,United States of America,USA,Services,No,medium,US03852U1060,BH3XG17,01/11/2023,19/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,Yes,No,No,No
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/11/2023,25/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/09/2022,15/04/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Archer Daniels Midland,United States of America,USA,Food Producers,No,medium,US0394831020,2047317,01/11/2023,05/05/2023,3,down,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Archer Daniels Midland,United States of America,USA,Food Producers,No,medium,US0394831020,2047317,01/09/2022,08/05/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,No,Yes,Yes,Yes,No
Arkema,France,FRA,Chemicals,No,medium,FR0010313833,B0Z5YZ2,01/11/2023,03/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Arkema,France,FRA,Chemicals,No,medium,FR0010313833,B0Z5YZ2,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Arkema,France,FRA,Chemicals,No,medium,FR0010313833,B0Z5YZ2,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Asahi,Japan,JPN,Consumer Goods,No,large,JP3116000005,6054409,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Asahi Kasei,Japan,JPN,Chemicals,No,large,JP3111200006,6054603,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Asahi Kasei,Japan,JPN,Chemicals,No,large,JP3111200006,6054603,01/09/2022,08/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Asahi Kasei,Japan,JPN,Chemicals,No,large,JP3111200006,6054603,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
Ashland,United States of America,USA,Chemicals,No,small,US0441861046,BYND5N1,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Not Applicable,No,No,No,No,No,No,No
Ashtrom Group,Israel,ISR,Cement,No,medium,IL0011323156,BN5SBF1,01/11/2023,26/04/2023,0,new,No,No,No,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
Asia Cement,Taiwan,TWN,Cement,No,large,TW0001102002,6056331,01/11/2023,16/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
Asia Cement,Taiwan,TWN,Cement,No,large,TW0001102002,6056331,01/09/2022,07/05/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,No,No
Asia Cement,Taiwan,TWN,Cement,No,large,TW0001102002,6056331,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Associated British Foods,United Kingdom,GBR,Food Producers,No,large,GB0006731235,673123,01/11/2023,27/04/2023,3,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Associated British Foods,United Kingdom,GBR,Food Producers,No,large,GB0006731235,673123,01/09/2022,01/04/2022,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
Aston Martin Lagonda Global Holdings,United Kingdom,GBR,Autos,No,small,GB00BN7CG237,BN7CG23,01/11/2023,04/05/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
Aston Martin Lagonda Global Holdings,United Kingdom,GBR,Autos,No,small,GB00BN7CG237,BN7CG23,01/09/2022,07/05/2022,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No
Astra International,Indonesia,IDN,Coal Mining,No,large,ID1000122807,B800MQ5,01/11/2023,04/02/2023,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
Astra International,Indonesia,IDN,Coal Mining,No,large,ID1000122807,B800MQ5,01/09/2022,15/04/2022,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Astra International,Indonesia,IDN,Coal Mining,No,large,ID1000122807,B800MQ5,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
AstraZeneca,Sweden,SWE,Other Industrials,No,large,GB0009895292,989529,01/11/2023,12/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
Autozone,United States of America,USA,Services,No,large,US0533321024,2065955,01/11/2023,07/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Avery Dennison,United States of America,USA,Other Industrials,No,medium,US0536111091,2066408,01/11/2023,12/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No
Avient,United States of America,USA,Chemicals,No,small,US05368V1061,BMHWY55,01/11/2023,03/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,Yes,No,No,No
Avista,United States of America,USA,Electricity Utilities,No,small,US05379B1070,2942605,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Axalta Coating Systems,United States of America,USA,Chemicals,No,small,BMG0750C1082,BSFWCF5,01/11/2023,26/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,No,No,No,No,No
Axalta Coating Systems,United States of America,USA,Chemicals,No,small,BMG0750C1082,BSFWCF5,01/09/2022,08/05/2022,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No
Azul,Brazil,BRA,Airlines,No,medium,BRAZULACNPR4,BD97PR4,01/11/2023,26/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,No,Yes,No,No,No,No,No
Azul,Brazil,BRA,Airlines,No,medium,BRAZULACNPR4,BD97PR4,01/09/2022,15/04/2022,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,No,Yes,No,No,No,No,No
Azul,Brazil,BRA,Airlines,No,medium,BRAZULACNPR4,BD97PR4,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Not applicable,No,Yes,No,No,No,No,No
BAE Systems,United Kingdom,GBR,Other Industrials,No,large,GB0002634946,263494,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,No,No,No
BAIC Motor,China,CHN,Autos,No,medium,CNE100001TJ4,BTF8BT7,01/11/2023,17/04/2023,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BAIC Motor,China,CHN,Autos,No,medium,CNE100001TJ4,BTF8BT7,01/09/2022,06/04/2022,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BASF,Germany,DEU,Chemicals,Yes,large,DE000BASF111,5086577;0083142;5086599,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
BASF,Germany,DEU,Chemicals,Yes,large,DE000BASF111,5086577;0083142;5086599,01/09/2022,07/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No
BASF,Germany,DEU,Chemicals,Yes,large,DE000BASF111,5086577;0083142;5086599,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,No,Yes,No
BBMG,China,CHN,Cement,No,medium,CNE100000F20;CNE1000010M4,B3NFC51;B3NBFQ1;BP3R5N0,01/11/2023,17/04/2023,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No
BBMG,China,CHN,Cement,No,medium,CNE100000F20;CNE1000010M4,B3NFC51;B3NBFQ1;BP3R5N0,01/09/2022,15/04/2022,2,up,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
BBMG,China,CHN,Cement,No,medium,CNE100000F20;CNE1000010M4,B3NFC51;B3NBFQ1;BP3R5N0,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No
BHP (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,notfound,notfound,01/11/2023,17/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
BHP (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,notfound,notfound,01/09/2022,13/05/2022,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
BHP (Coal Mining),United Kingdom,GBR,Coal Mining,Yes,large,notfound,notfound,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BHP (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,notfound,notfound,01/11/2023,17/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
BHP (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,notfound,notfound,01/09/2022,13/05/2022,4,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
BHP (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,notfound,notfound,01/11/2021,31/03/2021,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BKW,Switzerland,CHE,Electricity Utilities,No,medium,CH0130293662,B76D410,01/11/2023,28/04/2023,2,new,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Not Applicable,No,No,No,No,No,No,No
BMW,Germany,DEU,Autos,Yes,large,DE0005190003;DE0005190037,5756029;5756030,01/11/2023,15/02/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
BMW,Germany,DEU,Autos,Yes,large,DE0005190003;DE0005190037,5756029;5756030,01/09/2022,06/05/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
BMW,Germany,DEU,Autos,Yes,large,DE0005190003;DE0005190037,5756029;5756030,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
BNP Paribas,France,FRA,Services,No,large,FR0000131104,7309681,01/11/2023,05/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No
BP,United Kingdom,GBR,Oil & Gas,Yes,large,GB0007980591,798059,01/11/2023,05/05/2023,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BP,United Kingdom,GBR,Oil & Gas,Yes,large,GB0007980591,798059,01/09/2022,11/05/2022,4STAR,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
